brand,ats,identifier,url,verified_name,jobs,sg_jobs,ai_confidence
EGIS,ai (browser),https://jobs.egis-group.com/,https://jobs.egis-group.com/,,-1,-1,high
EPRI,ai (browser),https://vhr-epri.wd1.myworkdayjobs.com/epricareers,https://vhr-epri.wd1.myworkdayjobs.com/epricareers,,-1,-1,high
ESMO,ai (browser),https://esmo-group.com/en/career/,https://esmo-group.com/en/career/,,-1,-1,high
ESR,ai (browser),https://jobs.workable.com/company/dDDekNNpEFZ7898mHUS7V2/jobs-at-esr-group,https://jobs.workable.com/company/dDDekNNpEFZ7898mHUS7V2/jobs-at-esr-group,,-1,-1,high
Eagles Flight,ai (browser),https://eaglesflight.com/careers/,https://eaglesflight.com/careers/,,-1,-1,high
Eastman,ai (browser),https://jobs.eastman.com/,https://jobs.eastman.com/,,-1,-1,high
Eastman Chemical,ai (browser),https://jobs.eastman.com/,https://jobs.eastman.com/,,-1,-1,high
Echologics,ai (browser),https://www.echologics.com/,https://www.echologics.com/,,-1,-1,low
Edgecore Networks,ai (browser),https://www.edge-core.com/career/,https://www.edge-core.com/career/,,-1,-1,low
Eksons,ai (browser),https://my.jobstreet.com/,https://my.jobstreet.com/,,-1,-1,low
Electronic Arts,ai (browser),https://jobs.ea.com/en_US/careers/Home,https://jobs.ea.com/en_US/careers/Home,,-1,-1,high
Element Materials Technology,ai (browser),https://www.element.com/careers,https://www.element.com/careers,,-1,-1,high
Emerchantpay,ai (browser),https://www.emerchantpay.com/careers/,https://www.emerchantpay.com/careers/,,-1,-1,high
Emirates,avature (browser),https://external.emiratesgroupcareers.com/en_US/careersmarketplace/Login,https://external.emiratesgroupcareers.com/en_US/careersmarketplace/Login,emirates,-1,-1,high
Encompass Digital Media,ai (browser),https://encompass.tv/careers/,https://encompass.tv/careers/,,-1,-1,low
Engis,ai (browser),https://www.engis.com/careers,https://www.engis.com/careers,,-1,-1,high
Entrepreneur First,ai (browser),https://entrepreneursfirst.careers.hibob.com/,https://entrepreneursfirst.careers.hibob.com/,,-1,-1,high
Eoptolink,ai (browser),http://www.eoptolink.com/about-us/careers,http://www.eoptolink.com/about-us/careers,,-1,-1,high
Eraneos,workday,https://eraneos.wd3.myworkdayjobs.com/Eraneos_External_Career_Site,https://eraneos.wd3.myworkdayjobs.com/Eraneos_External_Career_Site,eraneos,53,-1,high
Ergon Oil,ai (browser),https://ergon.applicantpro.com/jobs/,https://ergon.applicantpro.com/jobs/,,-1,-1,high
Euler Hermes,ai (browser),https://www.allianz-trade.com/en_global.html,https://www.allianz-trade.com/en_global.html,,-1,-1,low
Euromonitor,workable (browser),https://apply.workable.com/euromonitor,https://apply.workable.com/euromonitor,euromonitor,-1,-1,high
Eutelsat,ai (browser),https://careers.eutelsat.com/,https://careers.eutelsat.com/,,-1,-1,high
Exact Software,ai (browser),https://www.exact.com/careers/vacancies,https://www.exact.com/careers/vacancies,,-1,-1,high
Exacta,ai (browser),https://exactatech.com/company/careers/,https://exactatech.com/company/careers/,,-1,-1,low
Exagrid,ai (browser),https://www.exagrid.com/careers/,https://www.exagrid.com/careers/,,-1,-1,high
Excelitas Technologies,successfactors (browser),https://career5.successfactors.eu/career?site=&company=excelitast&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?site=&company=excelitast&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,excelitastechnologies,-1,-1,high
ExecuJet,ai (browser),https://www.execujet.com/careers/,https://www.execujet.com/careers/,,-1,-1,low
Exo Travel,ai (browser),https://www.exotravel.com/about-exo/exo-careers/,https://www.exotravel.com/about-exo/exo-careers/,,-1,-1,high
Exxon,successfactors (browser),https://career4.successfactors.com/career?site=&company=exxonmobilP&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=exxonmobilP&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,exxon,-1,-1,high
ExxonMobil,successfactors (browser),https://career4.successfactors.com/career?site=&company=exxonmobilP&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=exxonmobilP&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,exxonmobil,-1,-1,high
FEI Systems,ai (browser),https://feisystems.com/careers/,https://feisystems.com/careers/,,-1,-1,low
FFR Group,ai (browser),https://ffrcollects.com/careers/,https://ffrcollects.com/careers/,,-1,-1,low
FL Technics,ai (browser),https://fltechnics.com/careers/,https://fltechnics.com/careers/,,-1,-1,high
Fastenal,ai (browser),https://jobs.fastenal.com/jobs,https://jobs.fastenal.com/jobs,,-1,-1,high
FedEx,workday,https://fedex.wd1.myworkdayjobs.com/FXE-LAC_External_Career_Site,https://fedex.wd1.myworkdayjobs.com/FXE-LAC_External_Career_Site,fedex,92,-1,high
Ferrero,ai (browser),https://jobs.ferrero.com/,https://jobs.ferrero.com/,,-1,-1,high
Ferrotec,ai (browser),https://www.ferrotec.com/company/careers/,https://www.ferrotec.com/company/careers/,,-1,-1,high
Fidinam,ai (browser),https://www.fidinam.com/en/careers,https://www.fidinam.com/en/careers,,-1,-1,high
Fifth Wall,ai (browser),https://www.fifthwall.com/careers,https://www.fifthwall.com/careers,,-1,-1,high
Filtronic,workable (browser),https://apply.workable.com/filtronic/,https://apply.workable.com/filtronic/,filtronic,-1,-1,high
Firstmac,ai (browser),https://www.firstmac.com.au/,https://www.firstmac.com.au/,,-1,-1,low
Flexicon,ai (browser),https://flexicon.com/careers/,https://flexicon.com/careers/,,-1,-1,low
Flint Group,successfactors (browser),https://career55.sapsf.eu/career?site=&company=flintgroup&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career55.sapsf.eu/career?site=&company=flintgroup&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,flintgroup,-1,-1,high
Flokk,ai (browser),https://www.flokk.com/about-us/career,https://www.flokk.com/about-us/career,,-1,-1,high
Fluenta,ai (browser),https://www.fluenta.com/careers,https://www.fluenta.com/careers,,-1,-1,high
Fluke,eightfold (browser),https://careers.fortive.com/fluke/,https://careers.fortive.com/fluke/,fluke,-1,-1,high
Flying Tiger Copenhagen,ai (browser),https://flyingtiger.com/pages/work-with-us,https://flyingtiger.com/pages/work-with-us,,-1,-1,high
Fonterra,avature (browser),https://fonterrakf.avature.net/internalcareers/Login/,https://fonterrakf.avature.net/internalcareers/Login/,fonterra,-1,-1,high
Formica,ai (browser),https://www.formica.com/en-sg/campaigns/careers/career-vacancies,https://www.formica.com/en-sg/campaigns/careers/career-vacancies,,-1,-1,high
Foxconn,ai (browser),https://foxconnggroup.applytojob.com/apply,https://foxconnggroup.applytojob.com/apply,,-1,-1,low
Franklin Covey,ai (browser),https://careers.franklincovey.com/,https://careers.franklincovey.com/,,-1,-1,high
Freshly,ai (browser),https://freshly.jobspage.co/,https://freshly.jobspage.co/,,-1,-1,high
Frontier Strategy Group,ai (browser),https://frontierview.com/careers/,https://frontierview.com/careers/,,-1,-1,high
Fujitsu,ai (browser),https://www.jobs.global.fujitsu.com/,https://www.jobs.global.fujitsu.com/,,-1,-1,high
Fumakilla,ai (browser),https://fumakilla.com.my/careers/,https://fumakilla.com.my/careers/,,-1,-1,low
GA Telesis,ai (browser),https://gatelesis.applytojob.com/apply,https://gatelesis.applytojob.com/apply,,-1,-1,high
GBG,workable (browser),https://apply.workable.com/gbg/,https://apply.workable.com/gbg/,gbg,-1,-1,high
GCL,ai (browser),https://www.gcl-power.com/en/contact/job.html,https://www.gcl-power.com/en/contact/job.html,,-1,-1,low
GE Vernova,workday,https://gevernova.wd5.myworkdayjobs.com/Vernova_ExternalSite,https://gevernova.wd5.myworkdayjobs.com/Vernova_ExternalSite,gevernova,2162,-1,high
GS Caltex,ai (browser),https://www.gscaltex.com/en/recruit,https://www.gscaltex.com/en/recruit,,-1,-1,low
Gamuda,successfactors (browser),https://career44.sapsf.com/career?site=&company=gamudaberh&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career44.sapsf.com/career?site=&company=gamudaberh&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,gamuda,-1,-1,high
Gandi,ai (browser),https://www.linkedin.com/jobs/search/?keywords=gandi,https://www.linkedin.com/jobs/search/?keywords=gandi,,-1,-1,low
Garena,ai (browser),https://careers.garena.com/global/,https://careers.garena.com/global/,,-1,-1,high
Genting,ai (browser),https://www.genting.com/careers/,https://www.genting.com/careers/,,-1,-1,high
Gessi,ai (browser),https://www.gessi.com/en/careers,https://www.gessi.com/en/careers,,-1,-1,low
Gland Pharma,ai (browser),https://glandpharma.com/careers,https://glandpharma.com/careers,,-1,-1,low
Gleeds,ai (browser),https://jobs.gleeds.com/vacancies/vacancy-search-results.aspx?view=grid,https://jobs.gleeds.com/vacancies/vacancy-search-results.aspx?view=grid,,-1,-1,high
Glencore,ai (browser),https://www.glencore.com/en/careers/jobs,https://www.glencore.com/en/careers/jobs,,-1,-1,high
Global Calcium,ai (browser),https://www.globalcalcium.com/careers,https://www.globalcalcium.com/careers,,-1,-1,low
Global Infrastructure Partners,ai (browser),https://www.global-infra.com/careers/,https://www.global-infra.com/careers/,,-1,-1,high
Go City,ai (browser),https://careers.gocity.com/jobs,https://careers.gocity.com/jobs,,-1,-1,high
Golden Village,ai (browser),https://www.gv.com.sg/JobsGV,https://www.gv.com.sg/JobsGV,,-1,-1,high
GoodWe,ai (browser),https://en.goodwe.com/join-us,https://en.goodwe.com/join-us,,-1,-1,high
Graceland Fruit,ai (browser),https://www.gracelandfruit.com/graceland-fruit-employment-application/,https://www.gracelandfruit.com/graceland-fruit-employment-application/,,-1,-1,low
Greenlam,ai (browser),https://www.greenlamindustries.com/career/,https://www.greenlamindustries.com/career/,,-1,-1,low
Groupe OnePoint,workday,https://onepoint.wd3.myworkdayjobs.com/OnepointFR,https://onepoint.wd3.myworkdayjobs.com/OnepointFR,onepoint,273,-1,high
GuarantCo,ai (browser),https://guarantco.com/careers/,https://guarantco.com/careers/,,-1,-1,high
GuotaiQixing,ai (browser),https://www.gtjai.com/en/career,https://www.gtjai.com/en/career,,-1,-1,low
HKS,ai (browser),https://www.hksinc.com/careers/,https://www.hksinc.com/careers/,,-1,-1,low
HSBC,ai (browser),https://www.hsbc.com/careers/find-a-job,https://www.hsbc.com/careers/find-a-job,,-1,-1,high
HTC,icims (browser),https://careers.htc.com/,https://careers.htc.com/,htc,-1,-1,high
Habitat for Humanity,ai (browser),https://www.habitat.org/about/careers,https://www.habitat.org/about/careers,,-1,-1,low
Habyt,ai (browser),https://habyt.bamboohr.com/careers,https://habyt.bamboohr.com/careers,,-1,-1,high
Haggai Institute,ai (browser),https://www.haggai-international.org/connect-page/,https://www.haggai-international.org/connect-page/,,-1,-1,low
Haidilao,ai (browser),https://www.linkedin.com/company/haidilao-official,https://www.linkedin.com/company/haidilao-official,,-1,-1,low
Hainan Airlines,ai (browser),https://www.hainanairlines.com/HUPortal/dyn/portal/DisplayPage?LANGUAGE=GB&COUNTRY_SITE=SG&SITE=CBHZCBHZ&PAGE=JOBS,https://www.hainanairlines.com/HUPortal/dyn/portal/DisplayPage?LANGUAGE=GB&COUNTRY_SITE=SG&SITE=CBHZCBHZ&PAGE=JOBS,,-1,-1,low
Hakuhodo,ai (browser),https://www.hakuhodo-consulting-asiapacific.com/careers,https://www.hakuhodo-consulting-asiapacific.com/careers,,-1,-1,low
Halliburton,successfactors (browser),https://career4.successfactors.com/career?career_company=HALprod&lang=en_US&company=HALprod&site=&loginFlowRequired=true,https://career4.successfactors.com/career?career_company=HALprod&lang=en_US&company=HALprod&site=&loginFlowRequired=true,halliburton,-1,-1,high
Hammerspace,ai (browser),https://hammerspace.com/careers/,https://hammerspace.com/careers/,,-1,-1,high
Hansaworld,ai (browser),https://www.hansaworld.com/en/careers/open-positions,https://www.hansaworld.com/en/careers/open-positions,,-1,-1,high
Hanwa,ai (browser),https://hanwa-sg.com.sg/index.php/career-en,https://hanwa-sg.com.sg/index.php/career-en,,-1,-1,high
Harvey Norman,ai (browser),https://www.harveynormanglobal.com/careers,https://www.harveynormanglobal.com/careers,,-1,-1,high
Harwin,ai (browser),https://harwin.careers.adp.com/,https://harwin.careers.adp.com/,,-1,-1,high
HashKey Capital,ai (browser),https://hashkey.capital/careers/index.html,https://hashkey.capital/careers/index.html,,-1,-1,high
Hatch,successfactors (browser),https://career4.successfactors.com/career?career_company=hatchassocP&site=&loginFlowRequired=true,https://career4.successfactors.com/career?career_company=hatchassocP&site=&loginFlowRequired=true,hatch,-1,-1,low
Haycarb,oracle,https://emdm.fa.ap1.oraclecloud.com/hcmUI/CandidateExperience/en/sites/hayleys-careers/,https://emdm.fa.ap1.oraclecloud.com/hcmUI/CandidateExperience/en/sites/hayleys-careers/,haycarb,89,-1,high
Heerema,successfactors (browser),https://career2.successfactors.eu/career?site=&company=heeremamarP1&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career2.successfactors.eu/career?site=&company=heeremamarP1&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,heerema,-1,-1,high
Heilind,ai (browser),https://www.heilindasia.com/cms/careers/,https://www.heilindasia.com/cms/careers/,,-1,-1,medium
Hella,ai (browser),https://www.hella.com/en/Career-230/,https://www.hella.com/en/Career-230/,,-1,-1,low
Henderson,ai (browser),https://www.hld.com/en/our-people,https://www.hld.com/en/our-people,,-1,-1,low
Hilti,ai (browser),https://careers.hilti.group/en-us/jobs/,https://careers.hilti.group/en-us/jobs/,,-1,-1,high
Hilton,oracle,https://efet.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,https://efet.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,hilton,3688,-1,high
Hiperbaric,ai (browser),https://www.hiperbaric.com/en/work-with-us/,https://www.hiperbaric.com/en/work-with-us/,,-1,-1,low
Hisense,ai (browser),https://www.hisense-usa.com/careers/job-postings,https://www.hisense-usa.com/careers/job-postings,,-1,-1,low
Hoogwegt,ai (browser),https://careers.hoogwegt.com/,https://careers.hoogwegt.com/,,-1,-1,high
HotelPlanner,ai (browser),https://www.hotelplanner.com/Employment.htm,https://www.hotelplanner.com/Employment.htm,,-1,-1,high
Huawei,ai (browser),https://career.huawei.com/reccampportal/globle/huawei-special-recruitment-en.html,https://career.huawei.com/reccampportal/globle/huawei-special-recruitment-en.html,,-1,-1,high
Huber,successfactors (browser),https://career8.successfactors.com/career?site=&company=JMHGPS&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career8.successfactors.com/career?site=&company=JMHGPS&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,huber,-1,-1,high
Humanscale,icims (browser),https://careers-humanscale.icims.com/jobs/intro,https://careers-humanscale.icims.com/jobs/intro,humanscale,-1,-1,high
Hyatt,ai (browser),https://careers.hyatt.com/,https://careers.hyatt.com/,,-1,-1,high
Hyundai,successfactors (browser),https://career44.sapsf.com/career?site=&company=HMGICS&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career44.sapsf.com/career?site=&company=HMGICS&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,hyundai,-1,-1,high
IAG,ai (browser),https://careers.iag.com.au/global/en/search-results,https://careers.iag.com.au/global/en/search-results,,-1,-1,low
IBM,ai (browser),https://www.ibm.com/careers/search,https://www.ibm.com/careers/search,,-1,-1,high
IDEMIA,ai (browser),https://careers.idemia.com/,https://careers.idemia.com/,,-1,-1,high
IDP,ai (browser),https://careers.idp.com/join-our-team,https://careers.idp.com/join-our-team,,-1,-1,high
IKA,ai (browser),https://www.ika.com/en/Work-at-IKA,https://www.ika.com/en/Work-at-IKA,,-1,-1,low
INTERTANKO,ai (browser),https://sg.linkedin.com/company/intertanko1970,https://sg.linkedin.com/company/intertanko1970,,-1,-1,low
IPECO,ai (browser),https://ipeco.com/work-for-us/,https://ipeco.com/work-for-us/,,-1,-1,high
IQ EQ,ai (browser),https://iqeq.com/careers/,https://iqeq.com/careers/,,-1,-1,high
ISOQAR,ai (browser),https://isoqar.com/careers/,https://isoqar.com/careers/,,-1,-1,high
Ibibo Group,workable (browser),https://apply.workable.com/goibibo/?lng=en,https://apply.workable.com/goibibo/?lng=en,ibibogroup,-1,-1,low
Impiana Hotels,ai (browser),https://www.impiana.com.my/career/,https://www.impiana.com.my/career/,,-1,-1,low
Impossible Foods,ai (browser),https://impossiblefoods.com/careers,https://impossiblefoods.com/careers,,-1,-1,high
InBody,ai (browser),https://career.inbody.com/,https://career.inbody.com/,,-1,-1,high
Incubeta,ai (browser),https://incubeta.com/careers/,https://incubeta.com/careers/,,-1,-1,high
Index Exchange,ai (browser),https://www.indexexchange.com/careers/opportunities/,https://www.indexexchange.com/careers/opportunities/,,-1,-1,high
Indiba,ai (browser),https://indiba.com/us/life-at-indiba/,https://indiba.com/us/life-at-indiba/,,-1,-1,low
Inflow Technologies,ai (browser),https://inflowtechnologies.com/careers/,https://inflowtechnologies.com/careers/,,-1,-1,high
Ingenico,successfactors (browser),https://career5.successfactors.eu/career?site=&company=ingenicobu&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?site=&company=ingenicobu&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,ingenico,-1,-1,high
Intel 471,ai (browser),https://www.intel471.com/company/careers,https://www.intel471.com/company/careers,,-1,-1,high
Intellian,ai (browser),https://intelliantech.com/en/careers,https://intelliantech.com/en/careers,,-1,-1,high
International SOS,successfactors (browser),https://career4.successfactors.com/career?site=&company=INTLSOS&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=INTLSOS&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,internationalsos,-1,-1,high
International Trademark Association,ai (browser),https://www.inta.org/resources/job-bank/,https://www.inta.org/resources/job-bank/,,-1,-1,high
Investcorp,ai (browser),https://www.investcorp.com/careers/,https://www.investcorp.com/careers/,,-1,-1,high
Ippudo,ai (browser),https://sg.jobstreet.com/Ippudo-jobs,https://sg.jobstreet.com/Ippudo-jobs,,-1,-1,low
IronNet Cybersecurity,ai (browser),https://www.ironnet.com/company/careers,https://www.ironnet.com/company/careers,,-1,-1,high
JCB,ai (browser),https://careers.jcb.com/search,https://careers.jcb.com/search,,-1,-1,high
JFE,ai (browser),https://jfetechnomanila.com/careers/,https://jfetechnomanila.com/careers/,,-1,-1,low
JM Financial,ai (browser),https://www.jmfl.com/careers/career-space,https://www.jmfl.com/careers/career-space,,-1,-1,low
Jane Goodall Institute,ai (browser),https://janegoodall.org/job-opportunities/,https://janegoodall.org/job-opportunities/,,-1,-1,high
Janus et Cie,ai (browser),https://www.janusetcie.com/careers/,https://www.janusetcie.com/careers/,,-1,-1,high
Jardine Matheson,ai (browser),https://www.jardines.com/en/careers,https://www.jardines.com/en/careers,,-1,-1,high
Jet Aviation,ai (browser),https://jobs.jetaviation.com/,https://jobs.jetaviation.com/,,-1,-1,high
Jetstar,ai (browser),https://qantas.wd3.myworkdayjobs.com/Jetstar_Careers,https://qantas.wd3.myworkdayjobs.com/Jetstar_Careers,,-1,-1,high
Jingdong,ai (browser),https://corporate.jd.com/Career,https://corporate.jd.com/Career,,-1,-1,low
Johnson & Johnson,workday,https://jj.wd5.myworkdayjobs.com/JJ,https://jj.wd5.myworkdayjobs.com/JJ,jj,1807,-1,high
Johnson Health,workday,https://jj.wd5.myworkdayjobs.com/JJ,https://jj.wd5.myworkdayjobs.com/JJ,jj,1807,-1,low
Juki,ai (browser),https://juki.com/careers,https://juki.com/careers,,-1,-1,low
KFC,ai (browser),https://www.kfc.com.sg/careers,https://www.kfc.com.sg/careers,,-1,-1,low
KFIN Technologies,ai (browser),https://www.kfintech.com/career/,https://www.kfintech.com/career/,,-1,-1,high
KKR,ai (browser),https://www.kkr.com/careers/career-opportunities,https://www.kkr.com/careers/career-opportunities,,-1,-1,high
KPMG,ai (browser),https://careers.kpmg.com.sg/,https://careers.kpmg.com.sg/,,-1,-1,high
Kalsec,ai (browser),https://www.kalsec.com/about-kalsec/careers,https://www.kalsec.com/about-kalsec/careers,,-1,-1,high
Kamigumi,ai (browser),https://sg.jobstreet.com/,https://sg.jobstreet.com/,,-1,-1,low
Kandji,ai (browser),https://www.iru.com/,https://www.iru.com/,,-1,-1,low
Kappa,ai (browser),https://www.smurfitkappa.com/people/careers,https://www.smurfitkappa.com/people/careers,,-1,-1,low
Karmsund Maritime,ai (browser),https://karmsund.no/careers/,https://karmsund.no/careers/,,-1,-1,low
Kaya,ai (browser),https://kaya.global/job-portal/,https://kaya.global/job-portal/,,-1,-1,low
Kdan,ai (browser),https://www.kdan.com/career,https://www.kdan.com/career,,-1,-1,high
Kennametal,successfactors (browser),https://career4.successfactors.com/career?site=&company=C0000160740P&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=C0000160740P&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,kennametal,-1,-1,high
Keolis,ai (browser),https://careers.keolis.com/?locale=en_US,https://careers.keolis.com/?locale=en_US,,-1,-1,high
Keppel,workday,https://keppel.wd3.myworkdayjobs.com/KeppelCareers,https://keppel.wd3.myworkdayjobs.com/KeppelCareers,keppel,141,-1,high
Kerber,ai (browser),https://jobs.koerber.com/,https://jobs.koerber.com/,,-1,-1,high
Keune,recruitee (browser),https://keunecareers.recruitee.com/l/en,https://keunecareers.recruitee.com/l/en,keune,-1,-1,high
King Living,ai (browser),https://www.kingliving.com.au/careers/,https://www.kingliving.com.au/careers/,,-1,-1,high
Kiwoom,ai (browser),https://www.kiwoom.com/error.html,https://www.kiwoom.com/error.html,,-1,-1,low
Kleiberit,ai (browser),https://www.kleiberit.com/en/careers,https://www.kleiberit.com/en/careers,,-1,-1,low
Knomo,ai (browser),https://knomo.com/,https://knomo.com/,,-1,-1,low
Koelis,ai (browser),https://koelis.com/career/,https://koelis.com/career/,,-1,-1,high
Koerber,ai (browser),https://jobs.koerber.com/,https://jobs.koerber.com/,,-1,-1,high
Konami,ai (browser),https://www.konami.com/games/us/en/jobs/,https://www.konami.com/games/us/en/jobs/,,-1,-1,high
Koyo Engineering,ai (browser),https://koyotech.com/careers/,https://koyotech.com/careers/,,-1,-1,high
KraussMaffei,successfactors (browser),https://career5.successfactors.eu/career?site=&company=kraussmaff&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?site=&company=kraussmaff&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,kraussmaffei,-1,-1,high
Kredivo,ai (browser),https://www.linkedin.com/company/kredivo-group/jobs,https://www.linkedin.com/company/kredivo-group/jobs,,-1,-1,high
Kumho Tire,ai (browser),https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=c80ad984-0fe3-49e0-a3e2-9e8cda77eafd&ccId=19000101_000001&lang=en_US,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=c80ad984-0fe3-49e0-a3e2-9e8cda77eafd&ccId=19000101_000001&lang=en_US,,-1,-1,low
Kumul Petroleum,ai (browser),https://kumulpetroleum.com/job-openings/,https://kumulpetroleum.com/job-openings/,,-1,-1,high
Kurita,ai (browser),https://www.kurita.com.sg/careers/,https://www.kurita.com.sg/careers/,,-1,-1,high
Kvadrat,ai (browser),https://www.kvadrat.dk/en/join-us,https://www.kvadrat.dk/en/join-us,,-1,-1,low
LBC Express,ai (browser),https://www.lbcexpress.com/careers/join-us,https://www.lbcexpress.com/careers/join-us,,-1,-1,high
LG Display,ai (browser),https://globalcareers.lge.com/jobs,https://globalcareers.lge.com/jobs,,-1,-1,high
LPGA,ai (browser),https://www.lpga.com/careers,https://www.lpga.com/careers,,-1,-1,high
Lalique,ai (browser),https://fr.lalique.com/en/pages/world-of-lalique,https://fr.lalique.com/en/pages/world-of-lalique,,-1,-1,high
Lantech,ai (browser),https://lantech.applicantpro.com/notset.php?lantech&root=4&disabled=1,https://lantech.applicantpro.com/notset.php?lantech&root=4&disabled=1,,-1,-1,high
Laurel Shipping,ai (browser),https://www.mycareersfuture.gov.sg/companies/laurel-ship-management-201101989N,https://www.mycareersfuture.gov.sg/companies/laurel-ship-management-201101989N,,-1,-1,low
Lawo,ai (browser),https://lawo.com/company/career-at-lawo/,https://lawo.com/company/career-at-lawo/,,-1,-1,low
Lazada,ai (browser),https://www.lazada.com/en/careers/,https://www.lazada.com/en/careers/,,-1,-1,high
Lear,successfactors (browser),https://career5.successfactors.eu/career?site=&company=learcorporP2&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?site=&company=learcorporP2&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,lear,-1,-1,high
Lectra,ai (browser),https://careers.lectra.com/,https://careers.lectra.com/,,-1,-1,high
Leoch International,ai (browser),https://leoch.eu/career-opportunities/,https://leoch.eu/career-opportunities/,,-1,-1,low
Leonardo,workday,https://leonardocompany.wd3.myworkdayjobs.com/LeonardoCareerSite,https://leonardocompany.wd3.myworkdayjobs.com/LeonardoCareerSite,leonardocompany,654,-1,high
Lime,ashby (browser),https://jobs.ashbyhq.com/Lime,https://jobs.ashbyhq.com/Lime,lime,-1,-1,high
Linde,ai (browser),https://www.lindecareers.com/en/search-jobs,https://www.lindecareers.com/en/search-jobs,,-1,-1,high
Lineage Logistics,workday,https://onelineage.wd1.myworkdayjobs.com/External,https://onelineage.wd1.myworkdayjobs.com/External,onelineage,405,-1,high
Linxens,workday,https://onelinxens.wd3.myworkdayjobs.com/External_Careers,https://onelinxens.wd3.myworkdayjobs.com/External_Careers,onelinxens,42,-1,high
Liquidnet,ai (browser),https://www.liquidnet.com/open-positions,https://www.liquidnet.com/open-positions,,-1,-1,high
Loftware,ai (browser),https://www.loftware.com/about-us/careers,https://www.loftware.com/about-us/careers,,-1,-1,low
Lojel,ai (browser),https://www.lojel.com/careers/,https://www.lojel.com/careers/,,-1,-1,high
Lotte,workable (browser),https://apply.workable.com/lotte-travel-retail-singapore/?lng=en,https://apply.workable.com/lotte-travel-retail-singapore/?lng=en,lotte,-1,-1,high
Lotus Bakeries,successfactors (browser),https://career012.successfactors.eu/career?company=Lotus&site=VjItRG9OVktVYS9CQ3J3RmtmaHoxaFpSQT09&career_ns=job_application&career_job_req_id=10789&lang=en_GB,https://career012.successfactors.eu/career?company=Lotus&site=VjItRG9OVktVYS9CQ3J3RmtmaHoxaFpSQT09&career_ns=job_application&career_job_req_id=10789&lang=en_GB,lotusbakeries,-1,-1,high
Lufthansa Technik,ai (browser),https://www.lufthansagroup.careers/en/lufthansa-technik,https://www.lufthansagroup.careers/en/lufthansa-technik,,-1,-1,high
Lumen Technologies,ai (browser),https://jobs.lumen.com/global/en/,https://jobs.lumen.com/global/en/,,-1,-1,high
Lummus Technology,ai (browser),https://careers.lummustechnology.com/,https://careers.lummustechnology.com/,,-1,-1,high
LyondellBasell,ai (browser),https://careers.lyondellbasell.com/viewalljobs/,https://careers.lyondellbasell.com/viewalljobs/,,-1,-1,high
MAPFRE,ai (browser),https://jobs.mapfre.com/,https://jobs.mapfre.com/,,-1,-1,high
MDRT,ai (browser),https://www.imdrt.org/jobs/,https://www.imdrt.org/jobs/,,-1,-1,low
MGI,ai (browser),https://mgiintl.com/careers/,https://mgiintl.com/careers/,,-1,-1,low
